M	5
d	9
0.4065	0.4175	0.4082	0.4112	0.4003	0.3986	0.4179	0.4069	0.3951	1
0.4079	0.4175	0.4096	0.4105	0.3991	0.3984	0.4192	0.406	0.3962	1
0.4078	0.4167	0.4082	0.4107	0.4026	0.3984	0.4211	0.4066	0.3956	1
0.4078	0.4154	0.4068	0.4112	0.4001	0.3996	0.4188	0.4063	0.3952	1
0.4066	0.4165	0.4061	0.4102	0.399	0.3969	0.4185	0.4071	0.3954	1
0.408	0.4163	0.4073	0.4107	0.4	0.397	0.421	0.4057	0.3946	1
0.4079	0.4163	0.4076	0.411	0.3992	0.3968	0.4186	0.4048	0.3944	1
0.4079	0.4163	0.4076	0.4123	0.4007	0.3966	0.4184	0.4052	0.3958	1
0.408	0.4169	0.4073	0.4117	0.4013	0.3973	0.4187	0.406	0.3965	1
0.4084	0.4173	0.407	0.4099	0.3997	0.3962	0.4186	0.405	0.3953	1
0.4079	0.4165	0.4069	0.4114	0.4004	0.3978	0.4187	0.4049	0.3968	1
0.4088	0.4175	0.4072	0.4106	0.4005	0.3992	0.4186	0.4037	0.3947	1
0.4079	0.4181	0.4091	0.4122	0.4002	0.3982	0.4211	0.4046	0.3962	1
0.4065	0.4164	0.4068	0.4121	0.4019	0.3996	0.4202	0.4037	0.3976	1
0.4075	0.4172	0.4079	0.4109	0.4032	0.4001	0.419	0.4031	0.3961	1
0.4075	0.4177	0.4079	0.4101	0.4005	0.3973	0.4228	0.4024	0.4027	1
0.4081	0.4175	0.4069	0.411	0.4003	0.3992	0.4191	0.4045	0.3961	1
0.4083	0.4171	0.4085	0.4121	0.4011	0.3995	0.4179	0.4027	0.4016	1
0.4076	0.4163	0.406	0.4117	0.4004	0.3985	0.4182	0.4021	0.3934	1
0.4086	0.4179	0.4066	0.4116	0.4006	0.3998	0.4172	0.4032	0.3957	1
0.4086	0.4165	0.4074	0.411	0.401	0.3988	0.4168	0.4024	0.3945	1
0.408	0.4169	0.4069	0.4097	0.3997	0.3987	0.4177	0.4035	0.3956	1
0.4081	0.4175	0.4075	0.4131	0.4021	0.3985	0.4175	0.404	0.3954	1
0.4093	0.4176	0.407	0.4111	0.4	0.4002	0.4185	0.4047	0.3967	1
0.4081	0.4166	0.4091	0.4115	0.3995	0.3982	0.4171	0.4019	0.3965	1
0.4082	0.4163	0.407	0.4123	0.4027	0.4007	0.4205	0.4024	0.3959	1
0.4081	0.4178	0.4068	0.4113	0.4031	0.4012	0.4194	0.4018	0.3972	1
0.4083	0.4162	0.4069	0.4107	0.4004	0.3986	0.4214	0.4017	0.3971	1
0.408	0.4165	0.4074	0.4099	0.3987	0.4007	0.4188	0.4018	0.3957	1
0.4069	0.418	0.4082	0.4111	0.4002	0.3995	0.4181	0.401	0.4007	1
0.4074	0.4174	0.4077	0.4102	0.3983	0.3984	0.4198	0.4012	0.3973	1
0.4081	0.4172	0.408	0.4115	0.4001	0.3991	0.419	0.4025	0.3969	1
0.4076	0.4171	0.407	0.4107	0.3999	0.3995	0.4175	0.4006	0.3977	1
0.4087	0.4186	0.4065	0.4115	0.3997	0.3993	0.4202	0.4038	0.3967	1
0.41	0.417	0.4077	0.4121	0.4003	0.3995	0.4199	0.4014	0.3953	1
0.3784	0.4531	0.3311	0.486	0.4059	0.4493	0.3728	0.3899	0.3912	2
0.3792	0.4551	0.3336	0.4783	0.4003	0.4487	0.3722	0.3888	0.3938	2
0.3777	0.4533	0.333	0.48	0.3996	0.4488	0.3721	0.3893	0.3924	2
0.3785	0.4503	0.3357	0.48	0.3981	0.448	0.3716	0.3898	0.3948	2
0.3793	0.4512	0.3279	0.4835	0.3993	0.4473	0.3726	0.3858	0.3943	2
0.3836	0.449	0.3308	0.4834	0.3988	0.4461	0.3707	0.3872	0.3928	2
0.3842	0.4441	0.3326	0.4834	0.397	0.4478	0.3722	0.388	0.3925	2
0.3814	0.4431	0.3396	0.4807	0.3926	0.4477	0.372	0.3873	0.3922	2
0.381	0.4417	0.341	0.4798	0.3934	0.4479	0.3713	0.3895	0.3906	2
0.3824	0.4418	0.3439	0.4789	0.3932	0.4485	0.3703	0.3904	0.3921	2
0.3819	0.4405	0.3462	0.4803	0.3939	0.4481	0.371	0.3906	0.393	2
0.3819	0.4361	0.348	0.4782	0.3903	0.4482	0.3696	0.3924	0.3916	2
0.3807	0.4355	0.3481	0.4774	0.3893	0.4508	0.3729	0.3917	0.3923	2
0.3824	0.4347	0.3508	0.4771	0.3876	0.4473	0.3714	0.3939	0.3943	2
0.3817	0.4331	0.351	0.4783	0.3883	0.4473	0.3708	0.3952	0.3946	2
0.3815	0.4342	0.3514	0.477	0.3883	0.4482	0.371	0.3915	0.394	2
0.3827	0.4331	0.3539	0.4768	0.3872	0.4483	0.3704	0.392	0.3925	2
0.3823	0.4329	0.3502	0.4758	0.3869	0.4479	0.3704	0.3923	0.3923	2
0.382	0.4327	0.3513	0.4756	0.3856	0.4464	0.3695	0.3909	0.3942	2
0.3801	0.4322	0.3498	0.4763	0.3898	0.4472	0.371	0.3914	0.392	2
0.382	0.4329	0.346	0.4777	0.3922	0.4466	0.3713	0.3917	0.3923	2
0.3819	0.4338	0.3472	0.4798	0.3924	0.4458	0.3708	0.3921	0.3936	2
0.382	0.4322	0.3453	0.4801	0.3934	0.4462	0.3702	0.3921	0.3918	2
0.3822	0.4315	0.3443	0.4808	0.392	0.4468	0.3721	0.3927	0.3937	2
0.3826	0.4308	0.3463	0.4788	0.3907	0.4487	0.3716	0.3919	0.3923	2
0.3831	0.4291	0.3453	0.4787	0.3906	0.4463	0.3738	0.3936	0.3934	2
0.383	0.4293	0.3455	0.4778	0.3881	0.4467	0.3714	0.3932	0.396	2
0.3833	0.4308	0.3475	0.4777	0.3877	0.4459	0.3711	0.3914	0.3905	2
0.3829	0.4301	0.3466	0.4771	0.387	0.4461	0.3726	0.3921	0.3923	2
0.3821	0.4311	0.345	0.4779	0.3893	0.446	0.3707	0.3918	0.3905	2
0.382	0.4313	0.3459	0.4783	0.3884	0.4453	0.3725	0.3932	0.392	2
0.3812	0.4337	0.3451	0.4783	0.3885	0.4454	0.3721	0.3922	0.3928	2
0.3843	0.4353	0.3461	0.4776	0.3855	0.4452	0.3716	0.3944	0.3929	2
0.3868	0.4371	0.3478	0.4788	0.3881	0.4445	0.3726	0.3933	0.3925	2
0.3865	0.4366	0.345	0.4805	0.3907	0.4461	0.3745	0.395	0.3917	2
0.3644	0.4408	0.3607	0.4433	0.2774	0.5508	0.3857	0.4005	0.3747	3
0.3637	0.4395	0.3587	0.4422	0.2781	0.5485	0.3863	0.4016	0.3747	3
0.3658	0.4428	0.3586	0.4443	0.2816	0.5505	0.3827	0.3991	0.3728	3
0.3623	0.4432	0.3576	0.444	0.2812	0.5514	0.3831	0.3972	0.3753	3
0.3618	0.441	0.3585	0.4426	0.2819	0.5516	0.3828	0.3974	0.3746	3
0.3618	0.4403	0.3573	0.4422	0.2786	0.5516	0.3852	0.3987	0.3773	3
0.3631	0.4409	0.3576	0.4425	0.2808	0.5485	0.3812	0.3986	0.3748	3
0.3627	0.4418	0.3597	0.4421	0.2789	0.549	0.3809	0.3972	0.375	3
0.3625	0.4395	0.3587	0.4413	0.2786	0.5487	0.3816	0.3991	0.3747	3
0.3632	0.4399	0.3585	0.4426	0.2793	0.5482	0.3805	0.3973	0.3744	3
0.3631	0.4394	0.3592	0.441	0.2796	0.5492	0.382	0.3977	0.3746	3
0.363	0.4399	0.3571	0.439	0.2794	0.5498	0.3794	0.3971	0.376	3
0.3637	0.4441	0.3595	0.4411	0.2779	0.5481	0.3788	0.3956	0.375	3
0.363	0.4411	0.3621	0.4426	0.2803	0.5485	0.3786	0.3987	0.3756	3
0.3637	0.4414	0.3584	0.4393	0.2797	0.5471	0.3779	0.3968	0.3761	3
0.364	0.4401	0.3596	0.4396	0.2808	0.5468	0.3822	0.3978	0.3747	3
0.3636	0.44	0.3595	0.44	0.2823	0.5463	0.3779	0.4	0.3751	3
0.3642	0.4392	0.3594	0.4388	0.2804	0.5454	0.3779	0.4011	0.3759	3
0.3649	0.4408	0.3591	0.4383	0.2806	0.545	0.377	0.4003	0.3727	3
0.363	0.4394	0.3602	0.4389	0.2823	0.5464	0.3782	0.4009	0.3747	3
0.3647	0.4403	0.3599	0.438	0.2799	0.5444	0.3776	0.3994	0.3741	3
0.3643	0.4407	0.3593	0.4393	0.2808	0.5463	0.3785	0.3999	0.3728	3
0.3662	0.4424	0.3598	0.44	0.2809	0.5452	0.3791	0.3998	0.3727	3
0.3647	0.4383	0.3625	0.4401	0.2806	0.5452	0.3784	0.401	0.3749	3
0.3636	0.4401	0.3606	0.4423	0.2813	0.5458	0.3767	0.3995	0.3738	3
0.3647	0.4398	0.3581	0.4391	0.2816	0.5477	0.379	0.3992	0.3746	3
0.3627	0.4397	0.3593	0.4411	0.2799	0.5464	0.3796	0.3995	0.3763	3
0.3617	0.439	0.3591	0.4407	0.2798	0.5483	0.3758	0.3994	0.3742	3
0.361	0.4391	0.3586	0.4413	0.2787	0.5472	0.3765	0.3974	0.3829	3
